ID,Text,Labels,pred,Love
868,２０００年 ３月 北海道 休眠 ２３ 年 火山 又 爆发 高 达 １２０００ 米 喷 烟 顷刻 笼罩 着 洞爷湖 地区,Anxiety,,unLove
869,火山 科学馆 用 现代 技术 完整 地 记录 此次 火山 爆发 许多 灾 实物 也 搬进 科学馆 用 事实 说话,Anxiety,Love,Love
870,极度 弯曲 铁轨 让 人 惊叹 大自然 力量 被 火山 喷发 带 向 天空 石头 砸 损 路面 及 车辆 让 人 不寒而栗,"Anxiety,Surprise,Sorrow",Surprise,unLove
871,我是 以 观光者 身份 看待 火山 爆发 与 当时 面临 地质 灾难 人们 心境 着 天壤之别,"Anxiety,Sorrow","Love,Sorrow",unLove
872,电视片 纪录 当时 恐怖 画面 坐 演示厅 内 座椅 感受 震动 让 人 身临其境,Anxiety,,unLove
873,许多 财产 瞬间 化为灰烬 这次 爆发 距 上次 爆发 不过 区区 ２３ 年,Sorrow,Sorrow,unLove
874,周围 老百姓 依然 在平 和 地 生活 仿佛 什么 也 没有 发生 仿佛 灾难 去 不 会 复返,Love,Joy,unLove
875,可 科学 告诉 北海 道人 火山地震 用不 多久 还 会 再 来 其 喷发 程度 可能 轻 可能 更 重,Anxiety,Anxiety,unLove
876,北海 道人 不在乎 仍 充满 信心 地 欢乐 地 生活 着,Joy,Joy,Love
877,其实 北海 道人 这个 态度 就 人类 态度 自然 面前 永不 低头,Love,Love,Love
878,日本 长寿 国家 人均 寿命 全世界 数一数二 所以 老龄化 问题 突出,"Anxiety,Love",Love,Love
879,中国 人 天生 长寿 基因 这些年 公布 平均 寿命 标准 年年 提高 过 不 几 年 中国 也会 步入 老龄化 社会 理应 未雨 绸缪,"Anxiety,Love",Expect,Love
880,过去 也 敬老院 让 一些 晚景 孤独 老年人 敬老院 颐养天年 无奈 社会 条件 尚 不 成熟 加之 管理 经验 亦 不足 所以 传统 敬老院 问题 多 多 有些 地方 不尽人意,"Sorrow,Hate","Anxiety,Sorrow",unLove
881,人生 两极 —— 生 与 死 本质 上 差 不 多 越 临近 越 需要 有人 照顾 光 靠 不行,Sorrow,Expect,unLove
882,人 哺乳期 很 长 哺育 期 就 更 长 单独 获取 生存 能力 理论 上 需要 十八 年 法律 也 规定 至此 你 才 完全 行为 能力 ； 另 极 非常 微妙 过去 因为 穷 生活 艰苦 这 极 常 被 忽略 似乎 人生 都 戛然而止 一曲 乐章 可 今天 人类 已 充分 认知 知道 人生 总 走 尽头 就 象 支 蜡烛 尤其 风烛残年 阶段 生命 光芒 会 逐渐 减弱 终将 熄灭,Sorrow,Sorrow,unLove
883,这种 人生 弱势 最 需要 呵护,"Sorrow,Expect","Love,Expect",unLove
884,人 一旦 体会 人生 美好 就 会 恋恋不舍 就 会 对 死亡 畏惧,"Anxiety,Love",Love,unLove
885,天 连续 参观 家 日本 老人院 看到 那么 多 人 为 老人 默默 奉献 看到 那么 多 老人 幸福 灿烂 如 孩童 般的 笑容 深知 晚年 幸福 重要性 超过 童年 幸福 重要性 ； 人类 出现 这 星球 上 纯属 偶然 每 一个 人 出现 就 更加 偶然 那么 全 社会 都 理应 珍惜 人生 最后 一个 阶段,"Love,Expect","Love,Joy,Expect",Love
886,由于 这样 段 历史 函馆 保留 许多 殖民 色彩 遗址,Love,Love,unLove
887,这些 遗址 日本 人民 精心 保护 下 大部分 今天 还 可以 派 上 用场 比如 函馆 市 写真 历史 馆 上下 层 精心 布置 有关 摄影 传入 日本 展览 许多 物件 都 西风东渐 见证,Love,Love,Love
888,由于 相当 久远 照片 存世 让 可以 直观 地 看见 １５０ 年 前 甚至 更 长 时间 日本 以及 一部分 人 当时 生活,Love,Love,unLove
889,每个 函馆 来 人 一定 会 登 上 函馆 制高点 观看 传说中 百万 美金 夜景,Love,Love,Love
890,据说 函馆 每晚 耗电 就 需要 百万 美元 这本 正常 社会 支出 成本 可 精明 日本 人 发现了 它 附加 价值 于 宣传 函馆 夜景 价值 百万 美金,Love,Love,Love
891,一行 不 能 免 俗 也 朋友 们 安排 下去 欣赏 价值 百万 美金 夜景,Love,"Love,Expect",unLove
892,先是 排队 等 索道 上山 井然有序 随着 山势 增高 角度 变化 函馆 夜景 点 一点 地 清晰 起来,Love,Love,Love
893,全世界 大 城市 如 纽约 巴黎 伦敦 等 夜景 以 耗电量 比 均 要比 函馆 这个 小城 多 但 都 没有 函馆 得天独厚 地理 ； 函馆 海湾 受 地理 限制 所有 地方 都 派 上 用场 但 海上 没法 再 发展 所以 函馆 夜景 呈 ⅹ 型 灯光 熠熠 象 太 空中 一个 未知 领域,Love,Love,Love
894,山顶 上 冷 但 不 刺骨 风 也 时有时无 ； 大部分 人 都 摄影 留念,Love,Love,unLove
895,登高 观 景 者 大都 乐于 此事 这样 好景 对 一般 人 可能 一生 次 我也不 例外 只是 摄影 余 替 当代人 担 份 心 叹 口 气,"Anxiety,Joy",Love,Love
896,这 天 对于 绝大多数 人 来说 极其 寻常 天 可是 对于 刚刚 获得 金牌 刘 子歌 杜 丽 和 杨 威 来说 具有 历史性 意义 都 实现 人生 最 大 突破,"Joy,Love","Love,Joy",Love
897,刘 子歌 拿 中国 军团 水 立方 第一 块 游泳 金牌 她 面对 强劲 对手 雅典 奥运会 金牌 获得者 席 佩 尔 冲击 之下 后程 发 力 夺得 块 金牌 同时 也 以 ２ 分 ０４ 秒 １８ 成绩 原来 世界 纪录 提高 １ 秒 ２２,"Joy,Love",Joy,Love
898,正是 她 优秀 表现 让 中国 军团 今天 冲击 奥运 金牌 屡 奏 凯歌,"Love,Joy",Joy,Love
899,首日 夺金 失利 杜 丽 没有 因 此 放弃 兼项 —— 女子 ５０ 米 步枪 三 姿 赛 可是 杜 丽 还是 承受 着 巨大 压力 毅然 走 上 赛场,Love,"Love,Anxiety,Sorrow",Love
900,该 项目 并不 中国 射击 传统 强项 尽管 １９８４年 洛杉矶 奥运会 上 中国 选手 吴 小 旋 曾经 该 项目 上 勇夺 金牌 但 随后 ２０ 年 里 中国 选手 奥运 赛场 该 项目 表现 平平 三 次 止步 资格赛 仅仅 由 王 成 意在 雅典 赢得 过 枚 铜牌,"Anxiety,Sorrow,Joy","Love,Joy,Sorrow",unLove
901,最后 结果 振奋 人心 杜 丽 以 打破 奥运会 纪录 成绩 夺得 金牌 可以 说是 对 杜 丽 安慰 也 证明 杜 丽 强劲 实力,"Joy,Love","Love,Joy",Love
902,第三 块 金牌 则是 由 刚刚 获得 团体 金牌 杨 威 获得 个人 全能 金牌 他 也 因 此 实现 体操 金牌 大 满贯 对于 一个 运动员 来说 实现 大 满贯 多么 不 容易 一件事 可是 杨 威 高手 如云 竞争 还是 不负众望 用 上佳 表现 征服 现场 和 电视机 前 每 观众 同时 也 征服 现场 评委 们,"Joy,Love","Love,Joy",Love
903,让 为 刘 子歌 鼓掌 为 杜 丽 喝彩 为 杨 威 骄傲,"Love,Joy,Expect",Joy,Love
904,让 记住 今天 这个 日子 这 三 项目 赛前 都 夺金 实力 却 没有 绝对 把握 可是 运动员 们 还是 用 金牌 让 国旗 次 又 一次 主场 升起,"Love,Joy,Expect","Love,Joy",Love
905,她 他 们 都 好 样 这 天 属于 他们 也 属于 所有 关注 奥运 国人,"Love,Joy,Expect","Love,Joy",Love
906,希望 他们 今天 成绩 会 让 所有 参赛 中国 队员 们 受到 触动 能 各自 赛场 上 超常 发挥 夺取 更 多 金牌 奖牌,"Expect,Love","Joy,Expect",Love
907,让 期待 国歌 声 各 大 场馆 萦绕,"Expect,Love","Joy,Expect",Love
908,北海道 给 印象 大雪纷飞 人烟 罕见 总 想 赶在 冬季 去 北海道 看 雪 泡 温泉,"Expect,Love",Expect,Love
909,朋友 约 去 北海道 正巧 寒冬 时分 正中 意 于是 办 手续 挤出 时间 一同 前往,Joy,Expect,Love
910,但 临走 前 得到 一个 不幸 消息 说 今年 暖冬 北海道 居然 也 不 下雪 这 让我 扫兴 可行 程 已定 只好 硬着头皮 上路,"Sorrow,Surprise","Anxiety,Sorrow",unLove
911,从 北京 飞 札幌 ３ 半 小时 临 降落 时 从 舷窗 望 去 大地 山峦 宛如 幅 水墨 山水 大地 洁白 如 纸 层层叠叠 枯树枝 头 呈 棕 黑色 如 晕染 一般 煞 好看,Love,Love,Love
912,出 机场 时 小雪 开始 飘落 让 人心 头 喜 跟着 搭车 前往 北海道 著名 滑雪 休闲 村 留 寿 都 象 观光客 一样 住 进 原始 味道 小木屋,"Love,Joy","Love,Joy",Love
913,吃 完 晚饭 天色 已 黑 回屋 时 已 满天飞 雪 正如 燕山 雪花 大 如 席 ； 深 脚 浅 一脚 地 摸 回 木屋 室内 温暖 如 夏 以至 被迫 热风 一调 再 调 降 下 温度 方 能 入睡,Love,"Love,Joy",Love
914,早晨 我还 睡 已 听 同行 朋友 大声 惊叫 起身 推 窗 望 去 近 四十 年 未 见 雪景 让我 感到 上苍 恩赐,"Love,Surprise","Love,Joy",Love
915,雪 仍 努力 地下 着 除 十几 岁 东北 时 有此 记忆 再也 没 机会 亲历,Love,Love,unLove
916,北海道 还是 真 地道 名不虚传,Love,Love,Love
917,没 膝 深 雪中 行进 今天 城市 人 很 难 享受 大 城市 还 没 怎么 下雪 天气 预报 就 会 发出 各种 颜色 警报 虚张 声势,Hate,"Anxiety,Sorrow",unLove
918,自然 景观 中雪 最 富 诗意 诗人 就 赞美 过 它,Love,Love,Love
919,大雪 魅力 就 能 掩盖 世间 一切 不平 让 黑 变 白 让 白 更 白 但 前提 雪 不 能 污染 如 北海道 雪,Love,"Love,Expect",Love
920,柿子 过去 属于 便宜 水果 尤其 刚 下 来时 极 涩 买 回家要 放置 段 时间 或者 放 米缸 漤 只 去 其 涩味 柿子 才 可 入口,Hate,Love,Love
921,小时候 见好 吃 就 心急 等 柿子 米缸 漤 熟 也 差不多 快 吃 完 印象中 最 涩 柿子 让 人 咬 口 半天 张 不 开 嘴,"Love,Expect,Anxiety,Hate","Love,Expect",unLove
922,柿子 颜色 诱人 尤其 深秋 落叶 枝头 暖 红 点点 别 一番 风味,Love,Love,Love
923,我对 画家 于 非 闇 第一 认识 就 先生 画 丹 柿 画 上 题款 大致 秋天 去 老舍 家 见 丹 柿 满 树 有感 而 画 云云 那时 觉得 只 老舍 这样 大作家 家中 才 可能 柿子 树,Love,Love,Love
924,年轻 时 牙口 好 多 凉 牙 也 没 问题 今天 估计 咬 上 口 牙 酸疼 得 晕 过去,"Hate,Love","Anxiety,Sorrow",unLove
925,东北 冻 柿子 都 大自然 冻 成 不 用 冰箱 不 浪费 任何 能源,Love,Love,Love
926,东北 乡下 看见 白雪皑皑 中农 家小 院 窗台 上 一溜 红红的 冻 柿子 多 凉 心头 也 热,Love,"Love,Joy",Love
927,东北 冻 柿子 冻 得 如 石头 一般 放 屋里 一小时 有时 还 咬 不 动 为了 尽快 吃 上 得 用 凉水 拔 把 冻 柿子 放 入 凉水 几 分钟 柿子 上 形成 层 冰 壳 柿子 变 得 软硬 适中 非常 爽口 ； 如 心急 其 放入 热水 柿子 立马 如 烂泥 一般 没 风韵,"Love,Hate",Love,unLove
928,柿饼 则 属 干果 晾干 泛 着 层 白 霜 香甜 可口 文章 写 此 满 口 生津,"Love,Expect",Love,Love
929,仔细 一想 至今 十几 二十 年 没 吃 柿饼 其 好吃 印象 还 如此 强烈,Love,Love,Love
930,小时候 柿饼 并不 便宜 种 便宜 类似 干果 叫 黑枣 核 味道 与 柿饼 近 同 只 个儿 很 小 今天 难觅 其 踪 让 怅然 若失,Sorrow,Anxiety,unLove
931,全球 金融 危机 佳士得 香港 照例 秋 拍 拍卖行 和 收藏家 们 都 提 着 心,Anxiety,"Love,Joy",unLove
932,御用 粉红色 粉彩 轧 道 蝴蝶 瓶 港币 ５ ３３０万 落 槌 加 佣 金 名花 易主 再现 江湖 不知 我辈 还 机会 否,"Love,Expect",Joy,Love
933,这只 蝴蝶 瓶 第一 主人 爱新觉罗·弘历 乾隆 以 乾隆 审美 这只 瓶子 带 给 他 感官 理应 愉悦 ； 第二 主人 英国 人 亨利·布鲁尼姆·洛赫 爵士 大约在 １８６１年 此 瓶 带 回 英国 以 时间 推断 此 瓶 出于 圆明园 应 无 争议 ； 第三 主人 也 英国 人 叫阿尔弗雷得·莫里森 这 人 地道 财主 他 活 着 时候 英国 王室 以外 最 有钱 人 按 现行 说法 首富,"Love,Joy",Love,Love
934,１８５７年 他 手中 股票 价值 ７５万 英磅 搁 今天 怎么 也 得 值 ７５亿,Love,Love,Love
935,就 这 大 财主 生来 就 花 不 尽 钱 加之 又 酷爱 中国 艺术 就 一个 劲儿 地 买 买 买 有意无意之间将此瓶 收入 囊中 ； 第四 主人 苏州 人 戴 福 保 张 萍 英 夫妇 １９７１年 以 ４０００ 美元 从前 主人 莫 里 森 遗产 购得 此 瓶 藏 就 ３７ 年,Love,Love,Love
936,这 件 清晰 可见 收藏 历史 花瓶 这段 历史 见证 二百 多 年 以来 世界 格局 变化 证物 不言 却 真实 凄婉 地 诉说 着 历史 让 人 心痛,Sorrow,"Love,Sorrow",Love
937,庆幸 今天 还 得 看 得 见 它 离 它 还 可以 这样 近 每 想到 这里 我还会 怦然心动,"Love,Joy","Love,Joy",Love
938,美 创造 多 为 偶然,Love,Anxiety,unLove
939,强大 文化 背景 下 产生 美 具体 仅 种 追求,"Expect,Love","Love,Expect",Love
940,追求 当中 具象 扑朔迷离 倏然 变成 只 蝴蝶 瓶 不过 文人 与 工匠 灵感 爆发 而已,"Expect,Love,Anxiety","Love,Joy",Love
941,这只 身世 不凡 又 创造 奇迹 蝴蝶 瓶 告诉 这样 条 朴素 道理 ： 帝王 也好 首富 也好 收藏家 也好 全都 不 敌 只 落地 即 碎 生命,"Love,Sorrow","Love,Sorrow",Love
942,鼓浪屿 巧遇 台湾 南管 名家 陈 美 娥 女士 去年 中秋 她 率 团 故宫 演了 场 韩 熙载 夜宴 图 今年 中秋 只演 场 洛神赋 让 这种 奢侈 音乐 歌舞 不 声张 地 故宫 演出 汉唐 乐府 初衷,"Love,Joy","Love,Joy",Love
943,听 朋友 说 演出 惊艳 无比 不 亲临 现场 无法 体会 高古 乐舞 魅力,Love,"Love,Joy",Love
944,可惜 未能 看 上演 出 陈 美 娥 听说 我去 香港 马上 邀请 我看 她 香港 为 朋友 们 安排 专场 艳歌 行 形式 象 京剧 折子戏 窥 一斑 亦可 见 全 豹,"Love,Sorrow",Love,Love
945,演出 开始 时 没有 多余 音乐 与 动作 乐师 五 人 分 两边 轻手轻脚 席地 跏趺 坐 全 古老 乐器 琵琶 胡琴 笙 箫 鼓 等 音乐 悠扬 让 思绪 一下子 就 汉朝 边关 ； 舞者 服饰 讲究 化妆 到位 与 汉俑 神态 几乎 无异,Love,Love,Love
946,这 让 深感 表演者 所 付出 努力 非 一朝 一夕,Love,"Love,Joy",Love
947,让 这么 具象 表演 眼前 栩栩如生 后来人 福气,Love,"Love,Joy",Love
948,簪花 汇 深闺 春 锁 舒缓 音乐 配着 舒缓 舞蹈 错 以为 歌舞 就 这样 没有 间歇 没有 张驰 而 艳歌 行 与 簪花 汇 还有 相思 吟 迟滞 让 来得及 慢慢 品味 看 得 明白 舞者 最 细小 动作 听 得 清楚 乐者 最 微小 声音,Love,Love,Love
949,唐明皇 酷爱 九代 遗 音 清乐 并 亲自 教习 乐 伎 创办 梨园 教 坊,Love,Love,Love
950,其 当年 盛景 只可 猜想 无缘 亲临,"Love,Sorrow",Sorrow,unLove
951,一直 以为 中国 真正 古典 音乐 歌舞 已 成 文物 谁知 陈 美 娥 女史 用 ２５ 年 时间 努力 让 其 生动 起来 使 欣赏 之际 忘记 身 香港 中环 大厦 ４９ 层 楼 上,Love,Love,Love
952,紫禁城 出版社 故宫 东墙 内 一溜 几 排 小房 紧贴 高大 灰 砖墙 每 排 小房 都 形成 一个 小小的 院落 房 小院 小 宫廷 砖墙 底 宽 上 窄 略 显 倾斜 高耸 如 山 透 着 股 威严,Love,Love,Love
953,中间 只留下 窄窄 一个 夹道 人 如 骑车 对面 而行 必须 小心翼翼 否则 碰撞 虞,Anxiety,Anxiety,unLove
954,每次 去 出版社 都 会 先 屋 外面 站 一会儿 欣赏 这 喧嚣 城市 难 见 景 享受 着 不必 花费 快乐,"Love,Joy","Love,Joy",Love
955,人间 美景 活动 起来 煞 好看 无需 导演 天天 自由 发生 天 幕 又 重复 又不是 重复 在这 重复 六百 年 来 上演 多少 人间 悲喜剧,Love,Love,Love
956,我只 一个 过客 能 看 能 听 能 想 感官 健全 心境 放松 套用 宋 人 赵 希 鹄 话 ： 所谓 受用 清福 孰 逾 此 者 乎,"Joy,Love","Love,Joy",Love
957,降低 要求 快乐 则 至 烦恼 都 由于 要求 过 高,Joy,Anxiety,unLove
958,紫禁城 未必 太和殿 宝座 上 人 最 幸福 夹道 旁边 下人 一生 没 见 过 皇帝 也 未必 就 不幸福 起码 没有 伴君如伴虎　 担心,Love,Love,Love
959,夹道 窄 必定 皇帝 不 走 大官 也 不 走 小民 走走 最 多 就 磕碰 连 皮肉 都 不会 伤,Love,Love,unLove
960,境地 决定 追求 追求 决定 快乐,Joy,Expect,unLove
961,故宫 随便 处 都 美景 夹道 尽头 可以 瞥见 半 角楼 走 时 冬日 余晖 尽 照 角楼 上 视觉 上 留 一丝 暖意 ； 红墙 处在 阴影 多 份 凝重 ； 灰 砖 小房 不言不语 恰如其分 地 表明 地位 ； 夹道 则 三者 沟通 无论 身份 高低 都 世事 沧桑 见证,"Love,Sorrow","Love,Sorrow",Love
962,小时候 极 喜欢 吃 葡萄干,Love,Love,Love
963,那时 买 葡萄干 图 便宜 有的 十分 牙碜 嚼 得 满 口 喀 喀 作响 实在 难以 下咽 时 就 先 用水 洗洗 洗 出 碗 底细 沙 常 事 不足为奇,Hate,Love,unLove
964,去 新疆 前 打算 把 葡萄干 吃 够,"Expect,Love",Expect,Love
965,鲜 葡萄 与 葡萄干 在我 看来 不 一类 水果 没有 替代 可能 我去 新疆 那年 鲜 葡萄 三 分钱 公斤 今天 说 起来 天方夜谭,"Love,Surprise",Love,Love
966,可 葡萄干 就 贵 多 原因 葡萄干 耐 储存 便于 运输 但 我仍 愿意 童年 时 心愿 吃 够 葡萄干,"Love,Expect,Hate","Love,Expect",Love
967,内地人 吃 葡萄 葡萄干 一定 想去 吐鲁番 那 首 歌 吐鲁番 葡萄 熟 太 名,"Love,Expect",Love,Love
968,我去 吐鲁番 路上 一路 哼 着 此曲 象 丢 转的 留声机 就 那么 句 翻来覆去 可能 把 旁边 人 都 听 恶心,Joy,Hate,unLove
969,做 葡萄干 葡萄 天生 粒 小 无核 皮厚 长 出来 就 不 适合 生 吃 非得 加工 成 干 才 能 风靡 大江南北 铸成 口碑,Love,Love,Love
970,给 良好 印象 葡萄干 原生态 并不 诱人,"Love,Sorrow",Love,unLove
971,那 专门 为 此 盖 小房 四处 透风 工人 一串串 葡萄 密密麻麻 地 挂 上面 让 人 看着 十分 悬 生怕 转瞬 塌 落地 上,Anxiety,Love,unLove
972,新疆 干燥 风钻 进来 慢慢 地 葡萄 水份 抽 走 留下 糖 份 美丽 饱满 青 葡萄 在这里 一天天 地 干瘪 发 皱 变 得 甘甜 与 人生 一样,Love,"Love,Joy",Love
973,青春期 家长 最 头疼 问题,Anxiety,Anxiety,unLove
974,按照 教育 专家 说法 青春期 少年 转 向 成年 逆反 时期 一天到晚 成心 与 大人 作对 家长 指 东 他 就 向西 叫 他 轰 狗 他 就 抓 鸡 反正 心里 不 舒服 也 不 能 让 爸 妈 舒服,Hate,Joy,unLove
975,理论 上 此时 动物 父母 赶 子 女 离开 独立 生活 ； 可 人类 不行 情感 因素 再者 社会 复杂 孩子 一般 尚无 判断 能力 生存 质量 会 急剧 下降 所以 父母 担心 非 主动 承担 本来 不 一定 能 胜任 教育 重任,Anxiety,"Anxiety,Sorrow",unLove
976,于是 问题 出现 孩子 自觉 已经 长大 已能 对付 这个 看似 简单 社会 ； 可 父母 永远 觉得 孩子 没 长大 不 相信 孩子 独立 判断,Anxiety,Anxiety,unLove
977,这里 还 包含 一个 难以启齿 荷尔蒙 问题 孩子 体内 荷尔蒙 聚集 开始 让 他们 不 服气 父母 面前 证实 能力,"Anxiety,Hate",Anxiety,unLove
978,青春期 男 女孩 表现 不一 家长 担心 也 不一,Anxiety,Anxiety,unLove
979,家里 如 一个 青春期 问题 孩子 家庭 气氛 立刻 变 得 紧张 有时候 还 弥漫 着 股 虚假 气,"Anxiety,Hate","Anxiety,Hate",unLove
980,这 代 人 由于 生活 异常 艰苦 青春期 来不及 与 家长 作对 就 让 社会 折腾 得 七 荤 八 素 荷尔蒙 攒 起来 火气 大千世界 也 显 不 出道 来 故 当时 社会 问题 没 今天 严重,"Hate,Sorrow","Anxiety,Sorrow",unLove
981,今天 问题 青春期 孩子 一个 概念 叫 让 青春 作主 作 不 也得 做出 作 样子 让 大人 看着 可笑,Hate,"Hate,Anger",unLove
982,青春期 膨胀 时 气球 家长 应 膨胀 前 上面 扎 小洞 让 他们 没 机会 过度 膨胀,"Anxiety,Expect,Hate",Expect,Love
983,地球 淡水 资源 有限 中国 就 更 稀缺,Anxiety,Love,unLove
984,年轻 时候 走 哪儿 还 常见 河流 湖泊 干干净净 觉得 水 本 应 该 如 此,Love,Love,Love
985,大约 九十 年代 开始 污染 河流 骤增 尤其 南方 一些 发达 地区 水面 漂浮 着 令 人 恶心 污物 有时候 连 看 一眼 都 难受 半天,Hate,"Anxiety,Hate",unLove
986,中国 人 不 关心 环境 卫生 由来 已久 幸亏 早年 自然界 尚有 消纳 能力 多数 废物 被 化解 也 就 没 引起 社会 关注 ； 可 进入 经济 高速 发展 时期 弊端 立刻 显现 令 人 措手不及,Hate,Anxiety,unLove
987,前 天 去 杭州 开会 主办方 安排 浏览 一下 西溪 湿地 杭州 三西 西湖 久负盛名 西泠 紧随 其 西溪 像 不 招 家长 待 见 老三 没 人 提及 任 其 放任自流 以致 外界 几乎 没 人 知道 它,"Hate,Love",Love,unLove
988,这些年 人们 忽然 意识 水 重要性 尤其 居住 环境 水 为 王 西溪 顿时 就 成 香饽饽 政府 投下 巨资 搬迁 一些 有碍 观瞻 房屋 保留 有价值 一部分 建筑 西溪 改变 成 座 国家 湿地 公园,"Love,Hate",Love,Love
989,杭州 得天独厚 这样 大 片 湿地 离 西湖 不足 ５ 公里 仅 ２０ 分钟 车程 入 其 境 喧嚣 远离 芦苇 荷 莲 游鱼 水鸟 野趣 横生 让 人 心静,Love,"Love,Joy",Love
990,可以 看出 设计者 极力 保存 湿地 原貌 部分 新景观 也 尽可能 与 环境 融为一体,Love,Love,Love
991,坐 游船 上 水面 微风 有些 凉 但 我心 有些 暖,Love,"Love,Joy",Love
992,人 很 世俗 居住 环境 摆脱 不 由 乡村 向 城市 靠拢 模式,Hate,Joy,unLove
993,人 喜欢 群居 以 获得 生存 乐趣 降低 生存 风险,Love,Love,unLove
994,择 水 而 居 本 生存 第一 法则 早期 人类 可能 以为 水 来得 容易 就 不 太 珍惜 直到 危险 迫近 才 追悔 不 迭,"Sorrow,Hate","Love,Expect",Love
995,看着 西溪 湿地 被 秋风 吹 向 一侧 成片 芦花 忽然 意识 失去 水份 芦苇 也 会 白 头,Anxiety,Sorrow,unLove
996,昨天 下午 杭州 地铁 工程 突发 事故 大面积 塌陷 达 ４０００㎡ 最 深处 １５ 米 目前 证实 死亡 ３ 人 失踪 １８ 人 以 常识 论 失踪者 凶多 吉少,"Anxiety,Sorrow",Anxiety,unLove
997,现代 社会 发生 各类 突发 大型 事故 概率 非常 大 大家 熟知 首 推 地震 火灾 还有 各类 爆炸 矿 难 等等 一旦 事故 发生 各个 地方 都 应急 系统 实行 救援 体现 人道主义 精神,"Love,Anxiety","Love,Joy",Love
998,近些年 最为 让 世人 关注 人为 突发 悲剧 无疑 ９．１１ 事件 数千 名 无辜者 死于非命 纽约 市长 朱 立 安 尼 最 大 限度 施救 使 获得 当年 美国 乃至 世界 舆论 好评,"Sorrow,Love","Love,Sorrow",Love
999,由于 政府 开始 实行 领导 问 责 制 一旦 事故 突发 第一把手 一定 赶到 现场 亲自 指挥 所有 新闻 报道 因此 趋向 一致 让 人 很 难 读 出 新意,Hate,"Love,Expect",unLove
1000,仔细 分析 一下 指挥 技术活 靠 热情 感情 不 能 胜任 靠 权力 就 更 不 能 胜任,Hate,Expect,unLove
